user_id,timestamp,channel,event_type,conversion,survey_score
user_598,2025-01-11 15:33:00,display_ads,click,0,
user_460,2025-01-05 06:52:28,organic_search,click,0,
user_9,2025-01-07 05:38:11,social_media,click,0,
user_276,2025-01-05 16:17:08,direct,click,0,
user_484,2025-01-11 20:52:15,organic_search,conversion,1,1.0
user_814,2025-01-10 04:11:39,organic_search,click,0,
user_299,2025-01-05 03:26:53,email,open,0,
user_933,2025-01-01 09:35:00,email,open,0,
user_756,2025-01-22 19:18:38,email,click,0,
user_985,2025-01-23 03:03:53,direct,conversion,1,
user_605,2025-01-19 21:12:00,display_ads,click,0,
user_776,2025-01-09 09:03:16,email,open,0,
user_13,2025-01-19 01:28:16,email,click,0,
user_340,2025-01-24 08:35:03,social_media,click,0,
user_240,2025-01-02 00:48:56,display_ads,open,0,
user_813,2025-01-14 00:31:10,organic_search,open,0,
user_787,2025-01-07 12:34:51,social_media,click,0,
user_636,2025-01-03 00:15:37,display_ads,open,0,
user_532,2025-01-10 02:29:11,email,open,0,
user_422,2025-01-09 01:24:40,organic_search,click,0,
user_595,2025-01-15 08:53:58,social_media,conversion,1,1.0
user_483,2025-01-15 09:31:04,email,open,0,
user_113,2025-01-24 22:46:46,social_media,open,0,
user_413,2025-01-12 17:24:45,social_media,open,0,
user_164,2025-01-19 20:23:48,social_media,click,0,
user_810,2025-01-17 05:19:44,organic_search,click,0,
user_213,2025-01-11 21:31:28,social_media,open,0,
user_639,2025-01-13 09:03:57,email,click,0,
user_827,2025-01-17 14:50:52,organic_search,open,0,
user_960,2025-01-16 11:17:38,display_ads,click,0,
user_692,2025-01-05 14:42:20,direct,open,0,
user_416,2025-01-18 22:52:01,social_media,click,0,
user_798,2025-01-24 13:29:39,email,conversion,1,
user_98,2025-01-08 12:25:20,direct,open,0,
user_414,2025-01-11 11:23:20,organic_search,conversion,1,3.0
user_758,2025-01-03 21:25:14,social_media,click,0,
user_277,2025-01-01 22:49:18,direct,open,0,
user_414,2025-01-04 00:42:41,display_ads,conversion,1,3.0
user_775,2025-01-05 05:26:45,social_media,open,0,
user_518,2025-01-15 17:14:50,display_ads,open,0,
user_516,2025-01-17 06:26:09,email,click,0,
user_42,2025-01-16 19:11:24,direct,open,0,
user_434,2025-01-18 01:14:18,display_ads,click,0,
user_897,2025-01-03 07:50:46,display_ads,open,0,
user_461,2025-01-06 08:00:38,email,click,0,
user_827,2025-01-05 03:35:03,social_media,open,0,
user_146,2025-01-01 15:34:24,organic_search,click,0,
user_681,2025-01-10 12:27:29,organic_search,click,0,
user_787,2025-01-03 14:05:33,direct,click,0,
user_481,2025-01-01 06:17:26,direct,open,0,
user_874,2025-01-01 20:39:02,direct,click,0,
user_71,2025-01-18 02:26:33,social_media,open,0,
user_937,2025-01-20 15:40:10,direct,open,0,
user_513,2025-01-25 13:40:21,email,open,0,
user_189,2025-01-22 02:08:41,display_ads,click,0,
user_635,2025-01-07 20:34:33,email,open,0,
user_340,2025-01-25 01:54:49,organic_search,click,0,
user_279,2025-01-25 04:42:08,organic_search,click,0,
user_11,2025-01-03 11:34:37,display_ads,open,0,
user_926,2025-01-07 20:28:35,organic_search,conversion,1,3.0
user_435,2025-01-08 03:21:10,direct,open,0,
user_874,2025-01-21 18:01:01,display_ads,conversion,1,1.0
user_827,2025-01-07 17:22:39,social_media,open,0,
user_929,2025-01-21 23:19:36,direct,open,0,
user_144,2025-01-23 09:13:09,email,click,0,
user_860,2025-01-11 00:10:30,social_media,open,0,
user_297,2025-01-09 23:35:57,direct,open,0,
user_890,2025-01-09 05:52:12,organic_search,open,0,
user_818,2025-01-12 17:40:19,email,click,0,
user_25,2025-01-15 07:24:58,display_ads,open,0,
user_443,2025-01-16 00:45:38,email,click,0,
user_315,2025-01-15 12:42:19,social_media,open,0,
user_709,2025-01-02 20:06:47,direct,open,0,
user_30,2025-01-17 07:14:41,social_media,click,0,
user_364,2025-01-24 11:03:28,social_media,open,0,
user_387,2025-01-03 15:30:22,organic_search,open,0,
user_874,2025-01-12 23:30:23,display_ads,click,0,
user_981,2025-01-21 01:36:25,organic_search,open,0,
user_757,2025-01-14 13:25:16,organic_search,conversion,1,3.0
user_194,2025-01-22 00:46:17,direct,open,0,
user_215,2025-01-24 04:28:41,social_media,click,0,
user_93,2025-01-02 02:45:19,social_media,open,0,
user_340,2025-01-04 13:56:53,display_ads,open,0,
user_758,2025-01-02 12:12:39,organic_search,click,0,
user_136,2025-01-09 14:10:51,social_media,open,0,
user_789,2025-01-08 17:42:56,social_media,click,0,
user_944,2025-01-22 08:20:20,display_ads,open,0,
user_821,2025-01-01 02:40:10,direct,click,0,
user_125,2025-01-24 22:04:54,display_ads,open,0,
user_836,2025-01-09 14:24:07,direct,open,0,
user_208,2025-01-03 06:51:26,organic_search,click,0,
user_302,2025-01-15 05:49:50,email,open,0,
user_581,2025-01-01 23:45:03,organic_search,click,0,
user_587,2025-01-14 13:45:32,organic_search,open,0,
user_505,2025-01-01 17:18:12,organic_search,open,0,
user_893,2025-01-01 20:48:57,display_ads,click,0,
user_192,2025-01-13 18:02:48,organic_search,click,0,
user_583,2025-01-24 22:46:14,direct,click,0,
user_356,2025-01-10 00:34:40,email,open,0,
user_20,2025-01-12 08:31:48,email,open,0,
user_382,2025-01-03 00:28:11,organic_search,click,0,
user_392,2025-01-16 21:31:57,direct,conversion,1,4.0
user_317,2025-01-22 04:10:12,organic_search,click,0,
user_705,2025-01-11 05:03:44,social_media,click,0,
user_680,2025-01-10 15:42:15,organic_search,open,0,
user_499,2025-01-08 18:47:14,organic_search,click,0,
user_240,2025-01-07 10:07:06,email,open,0,
user_141,2025-01-22 14:40:50,display_ads,open,0,
user_742,2025-01-16 07:30:55,direct,click,0,
user_86,2025-01-23 20:51:26,organic_search,click,0,
user_196,2025-01-13 12:48:19,organic_search,click,0,
user_133,2025-01-07 22:38:23,email,click,0,
user_666,2025-01-08 09:27:39,email,open,0,
user_857,2025-01-21 23:04:26,organic_search,click,0,
user_262,2025-01-21 21:57:46,display_ads,open,0,
user_205,2025-01-05 12:18:37,organic_search,click,0,
user_274,2025-01-17 20:34:02,social_media,click,0,
user_924,2025-01-01 21:38:02,organic_search,click,0,
user_740,2025-01-21 23:40:45,display_ads,click,0,
user_403,2025-01-20 03:23:16,organic_search,click,0,
user_598,2025-01-22 09:07:22,email,click,0,
user_109,2025-01-14 11:42:40,organic_search,conversion,1,1.0
user_270,2025-01-09 09:26:22,direct,click,0,
user_22,2025-01-19 00:03:51,direct,open,0,
user_980,2025-01-02 17:56:09,direct,click,0,
user_575,2025-01-16 02:15:33,direct,open,0,
user_197,2025-01-09 11:03:29,direct,conversion,1,1.0
user_450,2025-01-17 17:48:27,display_ads,open,0,
user_556,2025-01-23 11:26:59,direct,conversion,1,3.0
user_836,2025-01-23 09:54:32,email,open,0,
user_579,2025-01-01 02:46:04,organic_search,click,0,
user_268,2025-01-21 11:50:43,direct,click,0,
user_375,2025-01-12 05:24:33,organic_search,click,0,
user_883,2025-01-17 05:25:57,organic_search,click,0,
user_761,2025-01-11 17:15:06,social_media,open,0,
user_769,2025-01-22 15:41:18,display_ads,click,0,
user_312,2025-01-03 18:26:26,direct,open,0,
user_29,2025-01-16 13:45:25,display_ads,open,0,
user_592,2025-01-16 22:41:21,display_ads,click,0,
user_397,2025-01-20 07:48:23,social_media,click,0,
user_994,2025-01-08 13:55:57,display_ads,open,0,
user_790,2025-01-09 15:41:27,email,open,0,
user_435,2025-01-18 17:26:53,display_ads,conversion,1,3.0
user_559,2025-01-05 14:51:58,direct,click,0,
user_115,2025-01-23 13:15:22,email,open,0,
user_696,2025-01-05 11:08:40,direct,click,0,
user_508,2025-01-10 20:07:49,display_ads,click,0,
user_262,2025-01-07 13:45:43,organic_search,click,0,
user_282,2025-01-19 20:52:06,social_media,click,0,
user_198,2025-01-19 16:39:06,email,conversion,1,5.0
user_920,2025-01-25 04:57:12,organic_search,click,0,
user_510,2025-01-25 08:02:35,display_ads,click,0,
user_670,2025-01-07 06:38:48,display_ads,open,0,
user_470,2025-01-07 16:24:25,social_media,open,0,
user_400,2025-01-02 13:55:41,display_ads,click,0,
user_548,2025-01-09 03:24:33,email,click,0,
user_831,2025-01-03 13:25:46,display_ads,conversion,1,5.0
user_468,2025-01-25 03:04:57,organic_search,click,0,
user_50,2025-01-21 16:58:22,display_ads,open,0,
user_982,2025-01-13 20:55:49,social_media,click,0,
user_580,2025-01-03 08:32:36,display_ads,click,0,
user_909,2025-01-12 23:29:29,organic_search,open,0,
user_512,2025-01-23 11:06:42,display_ads,click,0,
user_28,2025-01-09 00:35:47,display_ads,open,0,
user_621,2025-01-19 18:36:24,direct,click,0,
user_460,2025-01-19 17:21:24,display_ads,conversion,1,2.0
user_97,2025-01-02 21:42:04,email,click,0,
user_802,2025-01-21 18:00:41,display_ads,conversion,1,
user_682,2025-01-25 05:40:42,direct,click,0,
user_843,2025-01-20 17:59:25,organic_search,open,0,
user_584,2025-01-08 01:05:25,social_media,open,0,
user_675,2025-01-24 18:55:14,organic_search,click,0,
user_143,2025-01-08 13:36:48,social_media,open,0,
user_890,2025-01-23 06:43:34,social_media,click,0,
user_884,2025-01-14 07:00:40,direct,click,0,
user_866,2025-01-06 20:52:10,direct,open,0,
user_444,2025-01-01 12:24:23,organic_search,click,0,
user_520,2025-01-24 04:48:24,display_ads,open,0,
user_43,2025-01-07 16:27:23,organic_search,open,0,
user_840,2025-01-08 01:47:43,display_ads,open,0,
user_841,2025-01-20 00:22:13,social_media,click,0,
user_243,2025-01-24 07:07:53,email,click,0,
user_603,2025-01-04 10:15:01,email,click,0,
user_5,2025-01-09 11:03:40,direct,open,0,
user_445,2025-01-04 20:56:58,social_media,open,0,
user_695,2025-01-14 11:39:36,direct,open,0,
user_848,2025-01-13 04:34:58,direct,click,0,
user_100,2025-01-04 03:13:08,display_ads,open,0,
user_30,2025-01-24 02:19:42,email,click,0,
user_480,2025-01-02 07:55:36,display_ads,open,0,
user_859,2025-01-12 20:41:10,social_media,click,0,
user_413,2025-01-09 00:27:58,display_ads,click,0,
user_668,2025-01-18 11:14:15,social_media,conversion,1,3.0
user_304,2025-01-06 20:50:44,organic_search,open,0,
user_315,2025-01-01 01:05:23,email,open,0,
user_647,2025-01-10 18:26:02,email,click,0,
user_812,2025-01-05 21:52:30,display_ads,click,0,
user_804,2025-01-21 00:20:55,display_ads,click,0,
user_99,2025-01-16 06:01:21,display_ads,click,0,
user_419,2025-01-15 08:38:31,display_ads,click,0,
user_796,2025-01-22 14:09:00,display_ads,conversion,1,
user_122,2025-01-15 11:01:32,email,click,0,
user_513,2025-01-20 20:07:58,direct,click,0,
user_744,2025-01-19 10:20:56,email,click,0,
user_140,2025-01-20 16:17:39,direct,click,0,
user_255,2025-01-15 02:15:54,email,click,0,
user_132,2025-01-05 13:44:53,email,click,0,
user_130,2025-01-14 05:39:18,email,click,0,
user_509,2025-01-04 01:51:07,organic_search,click,0,
user_17,2025-01-23 13:08:42,display_ads,click,0,
user_618,2025-01-08 20:20:10,direct,click,0,
user_12,2025-01-01 22:36:49,display_ads,open,0,
user_890,2025-01-01 14:55:42,organic_search,click,0,
user_848,2025-01-11 09:33:52,social_media,open,0,
user_518,2025-01-24 09:36:29,direct,click,0,
user_106,2025-01-14 04:18:02,social_media,click,0,
user_100,2025-01-01 01:03:01,direct,open,0,
user_956,2025-01-20 01:48:02,organic_search,click,0,
user_854,2025-01-08 21:56:19,organic_search,click,0,
user_808,2025-01-12 11:32:21,display_ads,click,0,
user_559,2025-01-25 03:36:00,display_ads,click,0,
user_92,2025-01-02 00:00:16,direct,open,0,
user_53,2025-01-12 05:26:53,direct,click,0,
user_385,2025-01-04 19:35:26,organic_search,click,0,
user_803,2025-01-06 14:00:28,direct,click,0,
user_838,2025-01-25 17:21:21,organic_search,open,0,
user_668,2025-01-09 03:07:20,direct,conversion,1,4.0
user_814,2025-01-16 07:38:51,organic_search,click,0,
user_105,2025-01-03 17:47:16,email,open,0,
user_99,2025-01-02 06:37:11,organic_search,conversion,1,5.0
user_846,2025-01-21 02:33:28,social_media,click,0,
user_195,2025-01-11 18:19:32,direct,click,0,
user_895,2025-01-05 23:26:13,email,open,0,
user_253,2025-01-10 17:17:38,email,open,0,
user_357,2025-01-12 19:52:04,email,conversion,1,2.0
user_305,2025-01-04 02:01:55,display_ads,conversion,1,1.0
user_50,2025-01-06 04:09:33,direct,click,0,
user_259,2025-01-23 16:37:39,direct,conversion,1,5.0
user_591,2025-01-03 07:36:08,display_ads,open,0,
user_411,2025-01-11 11:46:53,direct,conversion,1,5.0
user_512,2025-01-13 11:28:19,social_media,open,0,
user_380,2025-01-05 06:23:30,direct,open,0,
user_581,2025-01-13 11:37:35,email,open,0,
user_797,2025-01-21 21:28:02,social_media,click,0,
user_371,2025-01-25 10:24:08,organic_search,open,0,
user_10,2025-01-06 04:38:51,social_media,click,0,
user_294,2025-01-25 14:13:31,organic_search,open,0,
user_745,2025-01-12 02:19:11,display_ads,open,0,
user_307,2025-01-12 05:02:46,organic_search,click,0,
user_752,2025-01-10 17:05:20,direct,click,0,
user_716,2025-01-21 21:22:10,direct,click,0,
user_260,2025-01-12 21:27:20,direct,click,0,
user_379,2025-01-11 09:50:11,organic_search,open,0,
user_238,2025-01-17 07:31:05,organic_search,open,0,
user_566,2025-01-16 11:46:49,organic_search,click,0,
user_957,2025-01-16 18:45:22,email,click,0,
user_879,2025-01-12 02:19:44,direct,open,0,
user_687,2025-01-01 16:29:07,email,click,0,
user_682,2025-01-18 20:34:37,social_media,click,0,
user_289,2025-01-21 12:52:04,organic_search,open,0,
user_660,2025-01-11 08:25:35,organic_search,open,0,
user_952,2025-01-04 16:02:36,display_ads,click,0,
user_915,2025-01-10 16:28:49,display_ads,click,0,
user_853,2025-01-23 11:50:30,email,conversion,1,2.0
user_688,2025-01-19 01:55:27,organic_search,click,0,
user_818,2025-01-25 19:28:38,email,open,0,
user_917,2025-01-22 16:38:27,social_media,click,0,
user_321,2025-01-12 01:31:22,email,open,0,
user_971,2025-01-19 13:11:39,direct,conversion,1,2.0
user_499,2025-01-18 00:43:04,social_media,click,0,
user_477,2025-01-11 19:28:46,display_ads,open,0,
user_352,2025-01-13 03:34:57,direct,click,0,
user_599,2025-01-02 05:49:45,email,open,0,
user_494,2025-01-05 07:29:38,organic_search,open,0,
user_134,2025-01-13 04:57:51,organic_search,open,0,
user_27,2025-01-19 03:14:34,organic_search,open,0,
user_544,2025-01-08 11:43:44,display_ads,conversion,1,5.0
user_869,2025-01-12 02:39:51,email,conversion,1,1.0
user_564,2025-01-21 16:24:29,organic_search,click,0,
user_777,2025-01-23 17:28:36,display_ads,conversion,1,
user_9,2025-01-04 16:56:01,direct,click,0,
user_114,2025-01-21 14:38:54,direct,click,0,
user_529,2025-01-14 01:57:08,email,open,0,
user_179,2025-01-02 17:22:55,social_media,click,0,
user_672,2025-01-21 01:20:02,email,open,0,
user_945,2025-01-14 18:49:57,organic_search,click,0,
user_291,2025-01-01 06:46:51,direct,open,0,
user_284,2025-01-20 12:55:08,email,click,0,
user_282,2025-01-16 16:48:14,direct,click,0,
user_831,2025-01-23 22:24:05,social_media,conversion,1,5.0
user_131,2025-01-19 05:15:06,social_media,click,0,
user_715,2025-01-09 03:46:51,email,open,0,
user_303,2025-01-23 05:00:10,social_media,open,0,
user_475,2025-01-04 09:53:58,email,open,0,
user_24,2025-01-22 18:15:45,direct,click,0,
user_476,2025-01-20 12:38:16,organic_search,click,0,
user_866,2025-01-08 21:58:55,social_media,click,0,
user_668,2025-01-08 04:19:11,email,click,0,
user_612,2025-01-03 03:01:10,email,open,0,
user_359,2025-01-19 04:01:04,direct,open,0,
user_712,2025-01-19 00:02:19,social_media,click,0,
user_14,2025-01-24 08:49:31,direct,open,0,
user_98,2025-01-08 03:18:30,social_media,open,0,
user_586,2025-01-20 14:53:32,display_ads,click,0,
user_952,2025-01-12 03:58:24,display_ads,click,0,
user_813,2025-01-04 17:33:16,email,click,0,
user_171,2025-01-08 22:16:39,organic_search,click,0,
user_967,2025-01-11 16:16:08,email,conversion,1,3.0
user_639,2025-01-25 16:55:12,display_ads,conversion,1,
user_188,2025-01-07 23:01:05,display_ads,open,0,
user_1,2025-01-20 08:17:08,email,click,0,
user_731,2025-01-14 11:45:03,social_media,open,0,
user_834,2025-01-23 05:20:48,organic_search,open,0,
user_805,2025-01-18 04:50:33,display_ads,open,0,
user_504,2025-01-25 21:32:35,email,conversion,1,2.0
user_491,2025-01-19 06:19:11,email,conversion,1,1.0
user_477,2025-01-14 03:18:50,email,conversion,1,5.0
user_703,2025-01-12 04:13:10,organic_search,click,0,
user_119,2025-01-05 01:52:09,direct,open,0,
user_875,2025-01-08 07:02:32,email,click,0,
user_802,2025-01-09 06:30:09,organic_search,open,0,
user_374,2025-01-02 11:33:15,direct,click,0,
user_568,2025-01-06 06:41:22,social_media,click,0,
user_740,2025-01-08 18:39:50,display_ads,open,0,
user_745,2025-01-20 10:15:42,email,click,0,
user_675,2025-01-13 11:39:06,social_media,open,0,
user_540,2025-01-13 14:52:57,organic_search,click,0,
user_708,2025-01-07 19:59:21,social_media,click,0,
user_390,2025-01-21 14:21:47,direct,click,0,
user_69,2025-01-17 15:54:11,display_ads,open,0,
user_703,2025-01-02 20:41:16,direct,open,0,
user_918,2025-01-23 19:36:42,social_media,click,0,
user_920,2025-01-17 22:25:10,email,open,0,
user_125,2025-01-10 15:22:28,email,open,0,
user_669,2025-01-13 04:50:02,organic_search,click,0,
user_456,2025-01-13 15:58:02,display_ads,conversion,1,2.0
user_723,2025-01-23 08:49:30,email,open,0,
user_579,2025-01-04 20:51:30,email,click,0,
user_707,2025-01-14 00:44:42,email,click,0,
user_452,2025-01-07 22:14:13,organic_search,open,0,
user_820,2025-01-20 01:22:31,organic_search,click,0,
user_843,2025-01-17 17:24:33,social_media,click,0,
user_289,2025-01-03 13:11:44,organic_search,conversion,1,4.0
user_255,2025-01-16 05:00:26,social_media,conversion,1,3.0
user_223,2025-01-24 16:32:32,organic_search,open,0,
user_861,2025-01-05 09:54:02,email,click,0,
user_660,2025-01-23 00:35:09,direct,open,0,
user_756,2025-01-19 20:30:19,social_media,conversion,1,2.0
user_25,2025-01-06 20:42:39,display_ads,open,0,
user_641,2025-01-14 03:40:21,direct,open,0,
user_151,2025-01-20 13:57:40,email,click,0,
user_943,2025-01-01 12:12:20,social_media,conversion,1,3.0
user_769,2025-01-02 16:08:56,email,click,0,
user_222,2025-01-06 04:19:12,direct,open,0,
user_111,2025-01-24 10:56:55,email,click,0,
user_289,2025-01-06 04:17:39,email,open,0,
user_911,2025-01-25 14:17:35,email,open,0,
user_334,2025-01-22 04:29:16,direct,click,0,
user_952,2025-01-16 15:43:19,email,open,0,
user_820,2025-01-08 01:40:42,direct,open,0,
user_504,2025-01-03 09:26:17,display_ads,click,0,
user_219,2025-01-14 10:15:02,email,open,0,
user_627,2025-01-08 15:26:49,social_media,click,0,
user_481,2025-01-13 17:40:40,social_media,open,0,
user_34,2025-01-12 06:48:22,email,click,0,
user_119,2025-01-20 04:39:19,email,open,0,
user_255,2025-01-19 00:59:34,direct,open,0,
user_869,2025-01-01 02:27:55,organic_search,open,0,
user_268,2025-01-16 20:03:00,email,conversion,1,
user_651,2025-01-01 04:33:09,organic_search,click,0,
user_43,2025-01-14 16:17:05,direct,click,0,
user_511,2025-01-09 20:01:43,email,conversion,1,
user_615,2025-01-22 03:53:55,direct,conversion,1,4.0
user_656,2025-01-20 11:07:25,social_media,conversion,1,3.0
user_226,2025-01-10 00:41:36,email,open,0,
user_955,2025-01-22 06:25:18,display_ads,open,0,
user_809,2025-01-18 02:42:06,organic_search,open,0,
user_976,2025-01-19 02:46:02,social_media,click,0,
user_309,2025-01-24 10:17:35,direct,open,0,
user_681,2025-01-14 03:54:05,display_ads,open,0,
user_887,2025-01-08 02:18:49,organic_search,click,0,
user_455,2025-01-01 09:46:05,organic_search,click,0,
user_994,2025-01-25 15:39:04,email,open,0,
user_839,2025-01-14 05:15:35,organic_search,open,0,
user_511,2025-01-09 22:45:58,direct,open,0,
user_553,2025-01-03 21:10:39,social_media,open,0,
user_556,2025-01-02 18:14:58,email,open,0,
user_393,2025-01-11 23:15:32,email,open,0,
user_351,2025-01-14 22:03:29,direct,open,0,
user_484,2025-01-25 09:27:36,social_media,click,0,
user_467,2025-01-22 19:15:18,organic_search,open,0,
user_849,2025-01-25 19:28:35,display_ads,click,0,
user_623,2025-01-09 06:01:18,direct,click,0,
user_493,2025-01-07 12:39:33,organic_search,open,0,
user_189,2025-01-19 00:28:04,display_ads,click,0,
user_569,2025-01-12 01:38:00,email,click,0,
user_940,2025-01-15 14:44:03,email,click,0,
user_618,2025-01-05 00:43:52,display_ads,conversion,1,2.0
user_669,2025-01-12 05:32:59,social_media,open,0,
user_17,2025-01-08 17:40:00,direct,click,0,
user_127,2025-01-19 09:03:12,organic_search,click,0,
user_148,2025-01-08 22:38:35,email,open,0,
user_417,2025-01-12 21:50:35,email,conversion,1,1.0
user_6,2025-01-04 10:57:05,direct,open,0,
user_2,2025-01-10 17:24:31,display_ads,click,0,
user_495,2025-01-10 13:44:16,organic_search,open,0,
user_754,2025-01-11 06:21:20,display_ads,open,0,
user_342,2025-01-02 10:20:36,email,click,0,
user_334,2025-01-21 15:11:28,organic_search,open,0,
user_137,2025-01-23 20:16:45,email,click,0,
user_324,2025-01-22 15:19:55,direct,click,0,
user_861,2025-01-09 04:00:36,email,click,0,
user_683,2025-01-16 12:30:59,organic_search,open,0,
user_291,2025-01-08 00:20:07,organic_search,click,0,
user_465,2025-01-17 18:03:34,display_ads,open,0,
user_411,2025-01-07 00:58:25,organic_search,conversion,1,4.0
user_401,2025-01-03 13:46:31,direct,click,0,
user_156,2025-01-15 07:30:52,organic_search,click,0,
user_145,2025-01-14 18:09:02,display_ads,conversion,1,4.0
user_747,2025-01-12 14:49:50,email,click,0,
user_995,2025-01-12 00:43:35,direct,open,0,
user_821,2025-01-24 14:47:38,direct,conversion,1,4.0
user_294,2025-01-15 04:54:18,email,conversion,1,
user_231,2025-01-14 20:16:47,direct,open,0,
user_456,2025-01-02 20:59:05,organic_search,click,0,
user_645,2025-01-25 06:44:52,display_ads,click,0,
user_467,2025-01-18 20:29:22,direct,click,0,
user_901,2025-01-15 02:56:05,display_ads,click,0,
user_678,2025-01-23 09:41:32,direct,open,0,
